Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
LDO.MI,Industrials,Aerospace & Defense,29520377856,EUR,33923669889.4166
LDOS,Technology,Information Technology Services,24767799296,USD,24767799296.0
LE,Consumer Cyclical,Apparel Retail,467516864,USD,467516864.0
LEA,Consumer Cyclical,Auto Parts,5612352512,USD,5612352512.0
LECO,Industrials,Tools & Accessories,12756168704,USD,12756168704.0
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1217572224,USD,1217572224.0
LEG.DE,Real Estate,Real Estate Services,5239215616,EUR,6020702780.419737
LEGH,Consumer Cyclical,Residential Construction,529647072,USD,529647072.0
LEN,Consumer Cyclical,Residential Construction,30571243520,USD,30571243520.0
LENZ,Healthcare,Biotechnology,845461504,USD,845461504.0
LEU,Energy,Uranium,6245107712,USD,6245107712.0
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,266385760,USD,266385760.0
LFMD,Healthcare,Health Information Services,272175808,USD,272175808.0
LFST,Healthcare,Medical Care Facilities,1913566976,USD,1913566976.0
LFT,Real Estate,REIT - Mortgage,80605208,USD,80605208.0
LFUS,Technology,Electronic Components,6207990784,USD,6207990784.0
LFVN,Consumer Defensive,Packaged Foods,93152008,USD,93152008.0
LGEN.L,Financial Services,Asset Management,13439517696,GBp,17541626739.60407
LGIH,Consumer Cyclical,Residential Construction,939096768,USD,939096768.0
LGND,Healthcare,Biotechnology,3728133376,USD,3728133376.0
LH,Healthcare,Diagnostics & Research,21374935040,USD,21374935040.0
LH.BK,Real Estate,Real Estate - Development,45169917952,THB,1387282460.1983385
LHA.DE,Industrials,Airlines,9399411712,EUR,10801438302.314802
LHX,Industrials,Aerospace & Defense,53981581312,USD,53981581312.0
LI.PA,Real Estate,REIT - Retail,9494060032,EUR,10910204469.839155
LIC.AX,Real Estate,Real Estate - Diversified,635483072,AUD,413295414.3154995
LIF,Technology,Software - Application,7702131712,USD,7702131712.0
LII,Industrials,Building Products & Equipment,17321746432,USD,17321746432.0
LILA,Communication Services,Telecom Services,1578969600,USD,1578969600.0
LILAK,Communication Services,Telecom Services,1579970688,USD,1579970688.0
LIN,Basic Materials,Specialty Chemicals,192467009536,USD,192467009536.0
LINC,Consumer Defensive,Education & Training Services,586205248,USD,586205248.0
LIND,Consumer Cyclical,Travel Services,668427648,USD,668427648.0
LINE,Real Estate,REIT - Industrial,9824525312,USD,9824525312.0
LITE,Technology,Communication Equipment,14152735744,USD,14152735744.0
LIVN,Healthcare,Medical Devices,2870924544,USD,2870924544.0
LKE.AX,Basic Materials,Other Industrial Metals & Mining,78996960,AUD,51376791.5329536
LKFN,Financial Services,Banks - Regional,1470199680,USD,1470199680.0
LKQ,Consumer Cyclical,Auto Parts,7787765248,USD,7787765248.0
LLC.AX,Real Estate,Real Estate - Diversified,3847085056,AUD,2502006240.893993
LLOY.L,Financial Services,Banks - Regional,51978027008,GBp,67843145048.78162
LLY,Healthcare,Drug Manufacturers - General,802411184128,USD,802411184128.0
LLYVA,Communication Services,Entertainment,8270740480,USD,8270740480.0
LLYVK,Communication Services,Entertainment,8281951232,USD,8281951232.0
LMAT,Healthcare,Medical Instruments & Supplies,1967653376,USD,1967653376.0
LMB,Industrials,Building Products & Equipment,1086525696,USD,1086525696.0
LMND,Financial Services,Insurance - Property & Casualty,4546970112,USD,4546970112.0
LMNR,Consumer Defensive,Farm Products,251051760,USD,251051760.0
LMP.L,Real Estate,REIT - Industrial,4483994624,GBp,5852632644.697497
LMT,Industrials,Aerospace & Defense,112908238848,USD,112908238848.0
LNC,Financial Services,Insurance - Life,7711525376,USD,7711525376.0
LNG,Energy,Oil & Gas Midstream,45115363328,USD,45115363328.0
LNKB,Financial Services,Banks - Regional,262129168,USD,262129168.0
LNN,Industrials,Farm & Heavy Construction Machinery,1211909376,USD,1211909376.0
LNSR,Healthcare,Medical Devices,149184800,USD,149184800.0
LNT,Utilities,Utilities - Regulated Electric,17086352384,USD,17086352384.0
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,3863427584,USD,3863427584.0
LNW,Consumer Cyclical,Gambling,6180148224,USD,6180148224.0
LOAR,Industrials,Aerospace & Defense,7291317760,USD,7291317760.0
LOB,Financial Services,Banks - Regional,1448582784,USD,1448582784.0
LOCO,Consumer Cyclical,Restaurants,308535840,USD,308535840.0
LOG.MC,Industrials,Integrated Freight & Logistics,3812274432,EUR,4380917479.778995
LOPE,Consumer Defensive,Education & Training Services,5147261952,USD,5147261952.0
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",204252112,USD,204252112.0
LOW,Consumer Cyclical,Home Improvement Retail,132152778752,USD,132152778752.0
LPG,Energy,Oil & Gas Midstream,1258960768,USD,1258960768.0
LPLA,Financial Services,Capital Markets,30329399296,USD,30329399296.0
LPRO,Financial Services,Credit Services,213892176,USD,213892176.0
LPX,Industrials,Building Products & Equipment,5993997312,USD,5993997312.0
LQDA,Healthcare,Biotechnology,2194025984,USD,2194025984.0
LQDT,Consumer Cyclical,Internet Retail,737191808,USD,737191808.0
LRCX,Technology,Semiconductor Equipment & Materials,202522279936,USD,202522279936.0
LREN3.SA,Consumer Cyclical,Department Stores,14569558016,BRL,2706637203.3030553
LRMR,Healthcare,Biotechnology,332090720,USD,332090720.0
LRN,Consumer Defensive,Education & Training Services,3143786496,USD,3143786496.0
LSCC,Technology,Semiconductors,9968735232,USD,9968735232.0
LSEG.L,Financial Services,Financial Data & Stock Exchanges,49454809088,GBp,64549771883.426605
LSTR,Industrials,Integrated Freight & Logistics,4321250816,USD,4321250816.0
LT.NS,Industrials,Engineering & Construction,5466681769984,INR,61649202590.7333
LTBR,Industrials,Electrical Equipment & Parts,739440512,USD,739440512.0
LTC,Real Estate,REIT - Healthcare Facilities,1630250624,USD,1630250624.0
LTH,Consumer Cyclical,Leisure,5471303168,USD,5471303168.0
LTR.AX,Basic Materials,Other Industrial Metals & Mining,3335340544,AUD,2169185951.212503
LUCD,Healthcare,Medical Devices,158078352,USD,158078352.0
LULU,Consumer Cyclical,Apparel Retail,19622948864,USD,19622948864.0
LUMN,Communication Services,Telecom Services,12133364736,USD,12133364736.0
LUNG,Healthcare,Medical Devices,74566200,USD,74566200.0
LUNR,Industrials,Aerospace & Defense,1364350080,USD,1364350080.0
LUV,Industrials,Airlines,15737028608,USD,15737028608.0
LVS,Consumer Cyclical,Resorts & Casinos,41737781248,USD,41737781248.0
LVWR,Consumer Cyclical,Auto Manufacturers,1049248064,USD,1049248064.0
LW,Consumer Defensive,Packaged Foods,8745761792,USD,8745761792.0
LWAY,Consumer Defensive,Packaged Foods,367470048,USD,367470048.0
LWSA3.SA,Technology,Software - Infrastructure,2115790080,BRL,393057643.7952768
LXEO,Healthcare,Biotechnology,650608512,USD,650608512.0
LXFR,Industrials,Specialty Industrial Machinery,332148384,USD,332148384.0
LXP,Real Estate,REIT - Industrial,2821876992,USD,2821876992.0
LXS.DE,Basic Materials,Specialty Chemicals,1745543040,EUR,2005910159.943744
LXU,Basic Materials,Chemicals,607211520,USD,607211520.0
LYB,Basic Materials,Specialty Chemicals,14893062144,USD,14893062144.0
LYC.AX,Basic Materials,Other Industrial Metals & Mining,15163047936,AUD,9861502933.936373
LYFT,Technology,Software - Application,8514949632,USD,8514949632.0
LYTS,Technology,Electronic Components,713462272,USD,713462272.0
LYV,Communication Services,Entertainment,34755403776,USD,34755403776.0
LZ,Industrials,Specialty Business Services,1818716288,USD,1818716288.0
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1295967616,USD,1295967616.0
LZM,Basic Materials,Other Industrial Metals & Mining,368724960,USD,368724960.0
M,Consumer Cyclical,Department Stores,5354004992,USD,5354004992.0
M&M.NS,Consumer Cyclical,Auto Manufacturers,4297605775360,INR,48465226301.44786
M44U.SI,Real Estate,REIT - Industrial,6723988480,SGD,5145856952.963584
MA,Financial Services,Credit Services,488572616704,USD,488572616704.0
MAA,Real Estate,REIT - Residential,15313808384,USD,15313808384.0
MAC,Real Estate,REIT - Retail,4590921216,USD,4590921216.0
MAGN,Basic Materials,Paper & Paper Products,313992000,USD,313992000.0
MAMA,Consumer Defensive,Packaged Foods,435765248,USD,435765248.0
MAN,Industrials,Staffing & Employment Services,1393082112,USD,1393082112.0
MANH,Technology,Software - Application,10940487680,USD,10940487680.0
MAP.MC,Financial Services,Insurance - Diversified,11902520320,EUR,13677913343.70355
MAPS,Technology,Software - Application,176151008,USD,176151008.0
MAR,Consumer Cyclical,Lodging,71635009536,USD,71635009536.0
MARA,Financial Services,Capital Markets,6597854720,USD,6597854720.0
MARUTI.NS,Consumer Cyclical,Auto Manufacturers,4998853296128,INR,56373378319.99904
MAS,Industrials,Building Products & Equipment,13230211072,USD,13230211072.0
MASI,Healthcare,Medical Devices,7874925056,USD,7874925056.0
MASS,Healthcare,Medical Devices,286159552,USD,286159552.0
MAT,Consumer Cyclical,Leisure,5731152384,USD,5731152384.0
MATV,Basic Materials,Specialty Chemicals,571327808,USD,571327808.0
MATW,Industrials,Conglomerates,721430912,USD,721430912.0
MATX,Industrials,Marine Shipping,3177630208,USD,3177630208.0
MAX,Communication Services,Internet Content & Information,870054912,USD,870054912.0
MAXHEALTH.NS,Healthcare,Medical Care Facilities,1108580892672,INR,12501757174.856024
MAZE,Healthcare,Biotechnology,1598075648,USD,1598075648.0
MB.MI,Financial Services,Banks - Regional,13333823488,EUR,15322711266.675917
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1577899392,USD,1577899392.0
MBCN,Financial Services,Banks - Regional,265896816,USD,265896816.0
MBI,Financial Services,Insurance - Specialty,341808768,USD,341808768.0
MBIN,Financial Services,Banks - Regional,1439315968,USD,1439315968.0
MBUU,Consumer Cyclical,Recreational Vehicles,524693504,USD,524693504.0
MBWM,Financial Services,Banks - Regional,720682112,USD,720682112.0
MBX,Healthcare,Biotechnology,921586368,USD,921586368.0
MC,Financial Services,Capital Markets,4691518976,USD,4691518976.0
MCB,Financial Services,Banks - Regional,693324480,USD,693324480.0
MCBS,Financial Services,Banks - Regional,657852352,USD,657852352.0
MCD,Consumer Cyclical,Restaurants,211490930688,USD,211490930688.0
MCFT,Consumer Cyclical,Recreational Vehicles,324571648,USD,324571648.0
MCHB,Financial Services,Banks - Regional,3040716032,USD,3040716032.0
MCHP,Technology,Semiconductors,33681408000,USD,33681408000.0
MCK,Healthcare,Medical Distribution,102031269888,USD,102031269888.0
MCO,Financial Services,Financial Data & Stock Exchanges,86693478400,USD,86693478400.0
MCRI,Consumer Cyclical,Resorts & Casinos,1645628800,USD,1645628800.0
MCS,Communication Services,Entertainment,447806560,USD,447806560.0
MCW,Consumer Cyclical,Auto & Truck Dealerships,1778696320,USD,1778696320.0
MCY,Financial Services,Insurance - Property & Casualty,4222275328,USD,4222275328.0
MCY.NZ,Utilities,Utilities - Renewable,9297575936,NZD,5269539695.609447
MD,Healthcare,Medical Care Facilities,1810295296,USD,1810295296.0
MDB,Technology,Software - Infrastructure,30024761344,USD,30024761344.0
MDGL,Healthcare,Biotechnology,9190875136,USD,9190875136.0
MDLZ,Consumer Defensive,Confectioners,73098813440,USD,73098813440.0
MDT,Healthcare,Medical Devices,115691962368,USD,115691962368.0
MDU,Utilities,Utilities - Regulated Gas,3964024576,USD,3964024576.0
MDV,Real Estate,REIT - Industrial,146990656,USD,146990656.0
MDWD,Healthcare,Biotechnology,234888656,USD,234888656.0
MDXG,Healthcare,Biotechnology,1113728256,USD,1113728256.0
ME8U.SI,Real Estate,REIT - Industrial,5990407168,SGD,4584448421.978214
MEC,Industrials,Metal Fabrication,358812768,USD,358812768.0
MED,Consumer Cyclical,Personal Services,130573840,USD,130573840.0
MEDP,Healthcare,Diagnostics & Research,16732488704,USD,16732488704.0
MEG,Industrials,Waste Management,885690944,USD,885690944.0
MEI,Technology,Electronic Components,238420064,USD,238420064.0
MEL.NZ,Utilities,Utilities - Renewable,15861233664,NZD,8989590511.453594
MELI,Consumer Cyclical,Internet Retail,117434949632,USD,117434949632.0
MET,Financial Services,Insurance - Life,52676714496,USD,52676714496.0
META,Communication Services,Internet Content & Information,1607365689344,USD,1607365689344.0
METC,Basic Materials,Coking Coal,1696369536,USD,1696369536.0
MFA,Real Estate,REIT - Mortgage,928125056,USD,928125056.0
MFG.AX,Financial Services,Asset Management,1636427136,AUD,1064273559.7058457
MFH,Technology,Information Technology Services,717710464,USD,717710464.0
MFIN,Financial Services,Credit Services,230233632,USD,230233632.0
MFT.NZ,Industrials,Integrated Freight & Logistics,6041912832,NZD,3424344122.037197
MG,Industrials,Security & Protection Services,302449920,USD,302449920.0
MGEE,Utilities,Utilities - Regulated Electric,3031511552,USD,3031511552.0
MGLU3.SA,Consumer Cyclical,Specialty Retail,6152377344,BRL,1142948426.4204903
MGM,Consumer Cyclical,Resorts & Casinos,8787762176,USD,8787762176.0
MGNI,Communication Services,Advertising Agencies,2526163712,USD,2526163712.0
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,514044768,USD,514044768.0
MGR.AX,Real Estate,REIT - Diversified,8995868672,AUD,5850590572.335595
MGRC,Industrials,Rental & Leasing Services,2686116096,USD,2686116096.0
MGTX,Healthcare,Biotechnology,702306432,USD,702306432.0
MGY,Energy,Oil & Gas E&P,4252757504,USD,4252757504.0
MH,Consumer Defensive,Education & Training Services,2081916544,USD,2081916544.0
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6874534912,USD,6874534912.0
MHO,Consumer Cyclical,Residential Construction,3295496448,USD,3295496448.0
MIDD,Industrials,Specialty Industrial Machinery,6204030976,USD,6204030976.0
MIN.AX,Basic Materials,Other Industrial Metals & Mining,9342078976,AUD,6075753345.8799
MINT.BK,Consumer Cyclical,Lodging,125873496064,THB,3865893524.070482
MIR,Industrials,Specialty Industrial Machinery,7365590016,USD,7365590016.0
MIRM,Healthcare,Biotechnology,3559337216,USD,3559337216.0
MITK,Technology,Software - Application,417214048,USD,417214048.0
MITT,Real Estate,REIT - Mortgage,226886896,USD,226886896.0
MKC,Consumer Defensive,Packaged Foods,17125685248,USD,17125685248.0
MKL,Financial Services,Insurance - Property & Casualty,24654426112,USD,24654426112.0
MKS.L,Consumer Cyclical,Department Stores,7982321664,GBp,10418744951.466393
MKSI,Technology,Scientific & Technical Instruments,9769619456,USD,9769619456.0
MKTW,Financial Services,Financial Data & Stock Exchanges,45771628,USD,45771628.0
MKTX,Financial Services,Capital Markets,5946818048,USD,5946818048.0
MLAB,Technology,Scientific & Technical Instruments,404631968,USD,404631968.0
MLI,Industrials,Metal Fabrication,11989472256,USD,11989472256.0
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1044850304,USD,1044850304.0
MLM,Basic Materials,Building Materials,37347508224,USD,37347508224.0
MLP,Real Estate,Real Estate Services,306013088,USD,306013088.0
MLR,Consumer Cyclical,Auto Parts,456835360,USD,456835360.0
MLYS,Healthcare,Biotechnology,3038404864,USD,3038404864.0
MMC,Financial Services,Insurance Brokers,86777708544,USD,86777708544.0
MMI,Real Estate,Real Estate Services,1144561280,USD,1144561280.0
MMM,Industrials,Conglomerates,86159392768,USD,86159392768.0
MMS,Industrials,Specialty Business Services,4702376448,USD,4702376448.0
MMSI,Healthcare,Medical Instruments & Supplies,5178409984,USD,5178409984.0
MNDI.L,Basic Materials,Paper & Paper Products,3722263552,GBp,4858400378.091724
MNG.L,Financial Services,Asset Management,6392427520,GBp,8343571551.618048
MNKD,Healthcare,Biotechnology,1681419136,USD,1681419136.0
MNMD,Healthcare,Biotechnology,1194823808,USD,1194823808.0
MNPR,Healthcare,Biotechnology,518276736,USD,518276736.0
MNRO,Consumer Cyclical,Auto Parts,451795904,USD,451795904.0
MNSB,Financial Services,Banks - Regional,145179152,USD,145179152.0
MNST,Consumer Defensive,Beverages - Non-Alcoholic,64942239744,USD,64942239744.0
MNTK,Basic Materials,Specialty Chemicals,288780928,USD,288780928.0
MO,Consumer Defensive,Tobacco,95130320896,USD,95130320896.0
MOD,Consumer Cyclical,Auto Parts,8051545088,USD,8051545088.0
MODG,Consumer Cyclical,Leisure,1645597184,USD,1645597184.0
MOFG,Financial Services,Banks - Regional,783838592,USD,783838592.0
MOH,Healthcare,Healthcare Plans,7557341696,USD,7557341696.0
MONC.MI,Consumer Cyclical,Apparel Manufacturing,14101383168,EUR,16204760992.860363
MORN,Financial Services,Financial Data & Stock Exchanges,8772858880,USD,8772858880.0
MOS,Basic Materials,Agricultural Inputs,8651734016,USD,8651734016.0
MOV,Consumer Cyclical,Luxury Goods,401577824,USD,401577824.0
MP,Basic Materials,Other Industrial Metals & Mining,10211488768,USD,10211488768.0
MP1.AX,Technology,Software - Infrastructure,2898833408,AUD,1885297354.3738573
MPAA,Consumer Cyclical,Auto Parts,334404928,USD,334404928.0
MPB,Financial Services,Banks - Regional,659152192,USD,659152192.0
MPC,Energy,Oil & Gas Refining & Marketing,59524136960,USD,59524136960.0
MPL.AX,Financial Services,Insurance - Specialty,13329376256,AUD,8668948592.057384
MPTI,Technology,Electronic Components,163124656,USD,163124656.0
MPW,Real Estate,REIT - Healthcare Facilities,3059782400,USD,3059782400.0
MPWR,Technology,Semiconductors,48093265920,USD,48093265920.0
MPX,Consumer Cyclical,Recreational Vehicles,302741600,USD,302741600.0
MQ,Technology,Software - Infrastructure,2014806272,USD,2014806272.0
MQG.AX,Financial Services,Capital Markets,83661914112,AUD,54410710495.44302
MRBK,Financial Services,Banks - Regional,171718464,USD,171718464.0
MRC,Energy,Oil & Gas Equipment & Services,1185226496,USD,1185226496.0
MRCY,Industrials,Aerospace & Defense,4668408320,USD,4668408320.0
MRFG3.SA,Consumer Defensive,Packaged Foods,30363052032,BRL,5640649232.1446705
MRK,Healthcare,Drug Manufacturers - General,206042136576,USD,206042136576.0
MRL.MC,Real Estate,REIT - Office,7626228224,EUR,8763764814.742886
MRNA,Healthcare,Biotechnology,9729367040,USD,9729367040.0
MRO.L,Industrials,Specialty Industrial Machinery,7847993856,GBp,10243416615.882854
MRP,Real Estate,REIT - Residential,5235750912,USD,5235750912.0
MRTN,Industrials,Trucking,823356288,USD,823356288.0
MRVE3.SA,Real Estate,Real Estate - Development,4271844352,BRL,793595305.8524979
MRVI,Healthcare,Biotechnology,1076174976,USD,1076174976.0
MRVL,Technology,Semiconductors,77907976192,USD,77907976192.0
MRX,Financial Services,Capital Markets,2259871488,USD,2259871488.0
MS,Financial Services,Capital Markets,260367155200,USD,260367155200.0
MSA,Industrials,Security & Protection Services,6106938368,USD,6106938368.0
MSBI,Financial Services,Banks - Regional,343404288,USD,343404288.0
MSCI,Financial Services,Financial Data & Stock Exchanges,43663581184,USD,43663581184.0
MSEX,Utilities,Utilities - Regulated Water,915423936,USD,915423936.0
MSFT,Technology,Software - Infrastructure,3842762604544,USD,3842762604544.0
MSGE,Consumer Cyclical,Leisure,2088586240,USD,2088586240.0
MSGS,Communication Services,Entertainment,5219207168,USD,5219207168.0
MSI,Technology,Communication Equipment,65206280192,USD,65206280192.0
MSM,Industrials,Industrial Distribution,4730446848,USD,4730446848.0
MSTR,Technology,Software - Application,75989057536,USD,75989057536.0
MT.AS,Basic Materials,Steel,24561037312,EUR,28224588654.59896
MTB,Financial Services,Banks - Regional,28083916800,USD,28083916800.0
MTC.BK,Financial Services,Credit Services,85330001920,THB,2620700243.8680573
MTCH,Communication Services,Internet Content & Information,7820219904,USD,7820219904.0
MTD,Healthcare,Diagnostics & Research,28980377600,USD,28980377600.0
MTDR,Energy,Oil & Gas E&P,4878866432,USD,4878866432.0
MTG,Financial Services,Insurance - Specialty,6193150464,USD,6193150464.0
MTH,Consumer Cyclical,Residential Construction,4630648832,USD,4630648832.0
MTLN.L,Utilities,Utilities - Diversified,6415380480,EUR,7372305689.315328
MTN,Consumer Cyclical,Resorts & Casinos,5369611776,USD,5369611776.0
MTRN,Basic Materials,Other Industrial Metals & Mining,2373276672,USD,2373276672.0
MTRX,Industrials,Engineering & Construction,424957632,USD,424957632.0
MTS.AX,Consumer Defensive,Food Distribution,4209128448,AUD,2737466287.4156237
MTS.MC,Basic Materials,Steel,24530905088,EUR,28189961874.921677
MTSI,Technology,Semiconductors,11184841728,USD,11184841728.0
MTSR,Healthcare,Biotechnology,6390988800,USD,6390988800.0
MTUS,Basic Materials,Steel,743256256,USD,743256256.0
MTW,Industrials,Farm & Heavy Construction Machinery,362037504,USD,362037504.0
MTX,Basic Materials,Specialty Chemicals,1745389312,USD,1745389312.0
MTZ,Industrials,Engineering & Construction,15907216384,USD,15907216384.0
MU,Technology,Semiconductors,263442776064,USD,263442776064.0
MULT3.SA,Real Estate,Real Estate Services,13607578624,BRL,2527926963.202519
MUR,Energy,Oil & Gas E&P,3949389568,USD,3949389568.0
MUSA,Consumer Cyclical,Specialty Retail,6895026176,USD,6895026176.0
MVBF,Financial Services,Banks - Regional,326694304,USD,326694304.0
MVIS,Technology,Scientific & Technical Instruments,346109632,USD,346109632.0
MVST,Consumer Cyclical,Auto Parts,1747799808,USD,1747799808.0
MWA,Industrials,Specialty Industrial Machinery,4018306304,USD,4018306304.0
MXCT,Healthcare,Medical Devices,171636704,USD,171636704.0
MXL,Technology,Semiconductors,1364763648,USD,1364763648.0
MYE,Consumer Cyclical,Packaging & Containers,676709184,USD,676709184.0
MYFW,Financial Services,Banks - Regional,224798400,USD,224798400.0
MYGN,Healthcare,Diagnostics & Research,761105024,USD,761105024.0
MYO,Healthcare,Medical Devices,32803770,USD,32803770.0
MYPS,Communication Services,Electronic Gaming & Multimedia,114378056,USD,114378056.0
MYRG,Industrials,Engineering & Construction,3530823936,USD,3530823936.0
MZTI,Consumer Defensive,Packaged Foods,4359157248,USD,4359157248.0
N2IU.SI,Real Estate,REIT - Office,7758642176,SGD,5937675667.601101
NAB.AX,Financial Services,Banks - Diversified,133773778944,AUD,87001671372.94025
NABL,Technology,Information Technology Services,1463091456,USD,1463091456.0
NAGE,Healthcare,Biotechnology,576613888,USD,576613888.0
NAN.AX,Healthcare,Medical Instruments & Supplies,1370548608,AUD,891355694.1810893
NAT,Energy,Oil & Gas Midstream,768654912,USD,768654912.0
NATH,Consumer Cyclical,Restaurants,443466464,USD,443466464.0
NATL,Technology,Software - Application,2663812864,USD,2663812864.0
NATR,Consumer Defensive,Packaged Foods,242665200,USD,242665200.0
NAVI,Financial Services,Credit Services,1189581824,USD,1189581824.0
NB,Basic Materials,Other Industrial Metals & Mining,732311232,USD,732311232.0
NBA.LS,Technology,Information Technology Services,331921152,EUR,381430876.1455872
NBBK,Financial Services,Banks - Regional,706521152,USD,706521152.0
NBHC,Financial Services,Banks - Regional,1356600192,USD,1356600192.0
NBIX,Healthcare,Drug Manufacturers - Specialty & Generic,14154221568,USD,14154221568.0
NBN,Financial Services,Banks - Regional,751142848,USD,751142848.0
NBR,Energy,Oil & Gas Drilling,784847168,USD,784847168.0
NBTB,Financial Services,Banks - Regional,2138202624,USD,2138202624.0
NC,Energy,Thermal Coal,314981376,USD,314981376.0
NCLH,Consumer Cyclical,Travel Services,10097466368,USD,10097466368.0
NCMI,Communication Services,Advertising Agencies,417548672,USD,417548672.0
NCNO,Technology,Software - Application,3098043648,USD,3098043648.0
NDA.DE,Industrials,Metal Fabrication,4885094400,EUR,5613760454.307839
NDAQ,Financial Services,Financial Data & Stock Exchanges,49328295936,USD,49328295936.0
NDSN,Industrials,Specialty Industrial Machinery,12903746560,USD,12903746560.0
NDX1.DE,Industrials,Specialty Industrial Machinery,6270663680,EUR,7206002772.238848
NE,Energy,Oil & Gas Drilling,4738397696,USD,4738397696.0
NEC.AX,Communication Services,Entertainment,1847412864,AUD,1201491115.4685543
NECB,Financial Services,Banks - Regional,268970048,USD,268970048.0
NEE,Utilities,Utilities - Regulated Electric,170315808768,USD,170315808768.0
NEM,Basic Materials,Gold,89068888064,USD,89068888064.0
NEM.DE,Technology,Software - Application,11007150080,EUR,12648988693.797888
NEO,Healthcare,Diagnostics & Research,1265412608,USD,1265412608.0
NEOG,Healthcare,Diagnostics & Research,1366808320,USD,1366808320.0
NEON,Technology,Electronic Components,48334816,USD,48334816.0
NESR,Energy,Oil & Gas Equipment & Services,1252327296,USD,1252327296.0
NESTLEIND.NS,Consumer Defensive,Packaged Foods,2448753688576,INR,27615236919.53796
NET,Technology,Software - Infrastructure,86908256256,USD,86908256256.0
NEU,Basic Materials,Specialty Chemicals,7213136896,USD,7213136896.0
NEWT,Financial Services,Banks - Regional,298577856,USD,298577856.0
NEXI.MI,Technology,Software - Infrastructure,5287740928,EUR,6076466181.335501
NEXN,Communication Services,Advertising Agencies,533336928,USD,533336928.0
NEXT,Energy,Oil & Gas Equipment & Services,1554384256,USD,1554384256.0
NFBK,Financial Services,Banks - Regional,425213024,USD,425213024.0
NFE,Energy,Oil & Gas Midstream,335772288,USD,335772288.0
NFG,Energy,Oil & Gas Integrated,7218248192,USD,7218248192.0
NFLX,Communication Services,Entertainment,466143674368,USD,466143674368.0
NG,Basic Materials,Gold,3312480000,USD,3312480000.0
NG.L,Utilities,Utilities - Regulated Electric,56834732032,GBp,74182249519.82407
NGD,Basic Materials,Gold,5778233856,USD,5778233856.0
NGNE,Healthcare,Biotechnology,443285696,USD,443285696.0
NGS,Energy,Oil & Gas Equipment & Services,352439040,USD,352439040.0
NGVC,Consumer Defensive,Grocery Stores,756567360,USD,756567360.0
NGVT,Basic Materials,Specialty Chemicals,1963344768,USD,1963344768.0
NHC,Healthcare,Medical Care Facilities,1876230272,USD,1876230272.0
NHC.AX,Energy,Thermal Coal,3542161408,AUD,2303694828.698337
NHF.AX,Financial Services,Insurance - Specialty,3679169536,AUD,2392800004.7782297
NHI,Real Estate,REIT - Healthcare Facilities,3547194624,USD,3547194624.0
NI,Utilities,Utilities - Regulated Gas,20150243328,USD,20150243328.0
NIC,Financial Services,Banks - Regional,1786525696,USD,1786525696.0
NIC.AX,Basic Materials,Other Industrial Metals & Mining,3038654976,AUD,1976232290.9960601
NJR,Utilities,Utilities - Regulated Gas,4430651904,USD,4430651904.0
NKE,Consumer Cyclical,Footwear & Accessories,92609314816,USD,92609314816.0
NKSH,Financial Services,Banks - Regional,185696256,USD,185696256.0
NKT.CO,Industrials,Electrical Equipment & Parts,38426705920,DKK,5914339615.434342
NKTX,Healthcare,Biotechnology,147020736,USD,147020736.0
NL,Industrials,Security & Protection Services,288290144,USD,288290144.0
NLOP,Real Estate,REIT - Office,432719104,USD,432719104.0
NLY,Real Estate,REIT - Mortgage,14548564992,USD,14548564992.0
NMAX,Communication Services,Broadcasting,862180800,USD,862180800.0
NMIH,Financial Services,Insurance - Specialty,2853952000,USD,2853952000.0
NMRK,Real Estate,Real Estate Services,4349431296,USD,4349431296.0
NN,Technology,Software - Infrastructure,1723614080,USD,1723614080.0
NN.AS,Financial Services,Insurance - Diversified,15679797248,EUR,18018613053.28865
NNE,Industrials,Specialty Industrial Machinery,2273317120,USD,2273317120.0
NNI,Financial Services,Credit Services,4659545088,USD,4659545088.0
NNN,Real Estate,REIT - Retail,7719291392,USD,7719291392.0
NNOX,Healthcare,Medical Devices,218034112,USD,218034112.0
NOC,Industrials,Aerospace & Defense,82122547200,USD,82122547200.0
NODK,Financial Services,Insurance - Property & Casualty,274154976,USD,274154976.0
NOG,Energy,Oil & Gas E&P,2151962624,USD,2151962624.0
NOS.LS,Communication Services,Telecom Services,1890424704,EUR,2172402532.3158145
NOV,Energy,Oil & Gas Equipment & Services,5489530880,USD,5489530880.0
NOVT,Technology,Scientific & Technical Instruments,4887377920,USD,4887377920.0
NOW,Technology,Software - Application,190216716288,USD,190216716288.0
NPB,Financial Services,Banks - Regional,544336192,USD,544336192.0
NPCE,Healthcare,Medical Devices,310966080,USD,310966080.0
NPK,Industrials,Aerospace & Defense,783445376,USD,783445376.0
