Company Ticker,Sector,Industry,MarketCap,Currency
IKT,Healthcare,Biotechnology,119226616,USD
ILLR,Technology,Software - Application,85981408,USD
ILMN,Healthcare,Diagnostics & Research,18334472192,USD
ILPT,Real Estate,REIT - Industrial,357293504,USD
ILU.AX,Basic Materials,Other Industrial Metals & Mining,2897306112,AUD
IMAX,Communication Services,Entertainment,1755459328,USD
IMB.L,Consumer Defensive,Tobacco,24514394112,GBp
IMCD.AS,Basic Materials,Specialty Chemicals,5263419904,EUR
IMI.L,Industrials,Specialty Industrial Machinery,5761134592,GBp
IMKTA,Consumer Defensive,Grocery Stores,1359617408,USD
IMMR,Technology,Software - Application,215436272,USD
IMNM,Healthcare,Biotechnology,1479765120,USD
IMU.AX,Healthcare,Biotechnology,109779352,AUD
IMVT,Healthcare,Biotechnology,4145254656,USD
IMXI,Technology,Software - Infrastructure,443182944,USD
INA.AX,Real Estate,REIT - Residential,2266162944,AUD
INBK,Financial Services,Banks - Regional,160146656,USD
INBX,Healthcare,Biotechnology,1179692672,USD
INCY,Healthcare,Biotechnology,19940497408,USD
INDB,Financial Services,Banks - Regional,3373089792,USD
INDI,Technology,Semiconductor Equipment & Materials,1020557568,USD
INDIGO.NS,Industrials,Airlines,2179201630208,INR
INDV,Healthcare,Drug Manufacturers - Specialty & Generic,3895441664,USD
INF.L,Communication Services,Publishing,12480661504,GBp
INFA,Technology,Software - Infrastructure,7572437504,USD
INFY.NS,Technology,Information Technology Services,6084900683776,INR
ING.AX,Consumer Defensive,Farm Products,899464640,AUD
INGA.AS,Financial Services,Banks - Diversified,63703117824,EUR
INGM,Technology,Information Technology Services,5340850688,USD
INGN,Healthcare,Medical Devices,222001600,USD
INGR,Consumer Defensive,Packaged Foods,7324964352,USD
INMB,Healthcare,Biotechnology,47853464,USD
INN,Real Estate,REIT - Hotel & Motel,567981824,USD
INNV,Healthcare,Medical Care Facilities,643129920,USD
INOD,Technology,Information Technology Services,2307533824,USD
INPST.AS,Industrials,Specialty Business Services,5377181696,EUR
INR,Energy,Oil & Gas E&P,180412000,USD
INSE,Consumer Cyclical,Gambling,202980608,USD
INSG,Technology,Communication Equipment,248116224,USD
INSM,Healthcare,Biotechnology,39717916672,USD
INSP,Healthcare,Medical Devices,2179922688,USD
INSW,Energy,Oil & Gas Midstream,2489047552,USD
INTA,Technology,Software - Application,3107910912,USD
INTC,Technology,Semiconductors,188257009664,USD
INTU,Technology,Software - Application,188525150208,USD
INVA,Healthcare,Biotechnology,1141310592,USD
INVH,Real Estate,REIT - Residential,17385265152,USD
INVX,Energy,Oil & Gas Equipment & Services,1404470272,USD
INW.MI,Real Estate,Real Estate Services,8571927040,EUR
IONQ,Technology,Computer Hardware,20289800192,USD
IONS,Healthcare,Biotechnology,11929414656,USD
IOSP,Basic Materials,Specialty Chemicals,1828962304,USD
IOT,Technology,Software - Infrastructure,23226466304,USD
IOVA,Healthcare,Biotechnology,705615104,USD
IP,Consumer Cyclical,Packaging & Containers,19498379264,USD
IP.MI,Industrials,Specialty Industrial Machinery,4707440128,EUR
IPAR,Consumer Defensive,Household & Personal Products,2909212160,USD
IPG,Communication Services,Advertising Agencies,9160323072,USD
IPGP,Technology,Semiconductor Equipment & Materials,3626691072,USD
IPH.AX,Industrials,Specialty Business Services,996241280,AUD
IPI,Basic Materials,Agricultural Inputs,349945824,USD
IPL.NZ,Real Estate,REIT - Retail,485246016,NZD
IQV,Healthcare,Diagnostics & Research,36423766016,USD
IR,Industrials,Specialty Industrial Machinery,30028390400,USD
IRBR3.SA,Financial Services,Insurance - Reinsurance,4085596928,BRL
IRDM,Communication Services,Telecom Services,1916845824,USD
IRE.AX,Technology,Software - Application,1682973184,AUD
IRM,Real Estate,REIT - Specialty,30618748928,USD
IRMD,Healthcare,Medical Devices,1069879360,USD
IRON,Healthcare,Biotechnology,3166104576,USD
IRT,Real Estate,REIT - Residential,3920873984,USD
IRTC,Healthcare,Medical Devices,5960541696,USD
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,302127488,USD
ISP.MI,Financial Services,Banks - Regional,96738828288,EUR
ISPR,Consumer Defensive,Tobacco,97945160,USD
ISRG,Healthcare,Medical Instruments & Supplies,192920305664,USD
ISS.CO,Industrials,Specialty Business Services,33850769408,DKK
ISTR,Financial Services,Banks - Regional,231399536,USD
IT,Technology,Information Technology Services,18624946176,USD
ITC.NS,Consumer Defensive,Tobacco,5201832443904,INR
ITGR,Healthcare,Medical Devices,2345121792,USD
ITIC,Financial Services,Insurance - Specialty,493902624,USD
ITRI,Technology,Scientific & Technical Instruments,4892044288,USD
ITRK.L,Industrials,Specialty Business Services,7854106112,GBp
ITSA4.SA,Industrials,Conglomerates,129442283520,BRL
ITT,Industrials,Specialty Industrial Machinery,14472119296,USD
ITUB4.SA,Financial Services,Banks - Regional,406191898624,BRL
ITW,Industrials,Specialty Industrial Machinery,70532014080,USD
ITX.MC,Consumer Cyclical,Apparel Retail,147701678080,EUR
IVG.MI,Industrials,Farm & Heavy Construction Machinery,4916761600,EUR
IVL.BK,Basic Materials,Chemicals,101061935104,THB
IVR,Real Estate,REIT - Mortgage,534929568,USD
IVT,Real Estate,REIT - Retail,2139966208,USD
IVZ,Financial Services,Asset Management,10495458304,USD
J,Industrials,Engineering & Construction,18438500352,USD
J36.SI,Industrials,Conglomerates,18374066176,USD
J69U.SI,Real Estate,REIT - Retail,4639692800,SGD
JACK,Consumer Cyclical,Restaurants,301931424,USD
JAKK,Consumer Cyclical,Leisure,188877312,USD
JAMF,Technology,Software - Application,1713240704,USD
JANX,Healthcare,Biotechnology,1644770944,USD
JAZZ,Healthcare,Biotechnology,8393966080,USD
JBGS,Real Estate,REIT - Office,1167506048,USD
JBH.AX,Consumer Cyclical,Specialty Retail,11231464448,AUD
JBHT,Industrials,Integrated Freight & Logistics,16163313664,USD
JBI,Industrials,Building Products & Equipment,1336138240,USD
JBIO,Healthcare,Biotechnology,435571680,USD
JBL,Technology,Electronic Components,23537332224,USD
JBLU,Industrials,Airlines,1520310784,USD
JBSS,Consumer Defensive,Packaged Foods,746164160,USD
JBTM,Industrials,Specialty Industrial Machinery,6476550656,USD
JCAP,Financial Services,Credit Services,1118130432,USD
JCI,Industrials,Building Products & Equipment,74063339520,USD
JD.L,Consumer Cyclical,Apparel Retail,4533042688,GBp
JDEP.AS,Consumer Defensive,Packaged Foods,15333962752,EUR
JEF,Financial Services,Capital Markets,10914289664,USD
JELD,Industrials,Building Products & Equipment,358693376,USD
JEN.DE,Technology,Electronic Components,1106186880,EUR
JHG,Financial Services,Asset Management,6708910592,USD
JHSF3.SA,Real Estate,Real Estate - Development,4412524032,BRL
JHX,Basic Materials,Building Materials,11845709824,USD
JHX.AX,Basic Materials,Building Materials,17778122752,AUD
JILL,Consumer Cyclical,Apparel Retail,232984128,USD
JIOFIN.NS,Financial Services,Asset Management,1918013407232,INR
JJSF,Consumer Defensive,Packaged Foods,1654950528,USD
JKHY,Technology,Information Technology Services,10945559552,USD
JLL,Real Estate,Real Estate Services,14217211904,USD
JMSB,Financial Services,Banks - Regional,270261024,USD
JMT.LS,Consumer Defensive,Food Distribution,13761715200,EUR
JNJ,Healthcare,Drug Manufacturers - General,448755302400,USD
JOBY,Industrials,Airports & Air Services,14542042112,USD
JOE,Real Estate,Real Estate - Diversified,3391336192,USD
JOUT,Consumer Cyclical,Leisure,416757536,USD
JPM,Financial Services,Banks - Diversified,842112630784,USD
JRVR,Financial Services,Insurance - Specialty,237419376,USD
JSWSTEEL.NS,Basic Materials,Steel,2912308428800,INR
JUN3.DE,Industrials,Specialty Industrial Machinery,3062930432,EUR
JXN,Financial Services,Insurance - Life,6939374592,USD
JYNT,Healthcare,Medical Care Facilities,119457240,USD
JYSK.CO,Financial Services,Banks - Regional,45073891328,DKK
K,Consumer Defensive,Packaged Foods,28899284992,USD
KAI,Industrials,Specialty Industrial Machinery,3260120576,USD
KALU,Basic Materials,Aluminum,1512205568,USD
KALV,Healthcare,Biotechnology,545651328,USD
KAR,Consumer Cyclical,Auto & Truck Dealerships,2826613760,USD
KBANK.BK,Financial Services,Banks - Regional,438325608448,THB
KBH,Consumer Cyclical,Residential Construction,3953883904,USD
KBR,Industrials,Engineering & Construction,5289118208,USD
KBX.DE,Consumer Cyclical,Auto Parts,12855700480,EUR
KCE.BK,Technology,Electronic Components,30143258624,THB
KD,Technology,Information Technology Services,6645389312,USD
KDP,Consumer Defensive,Beverages - Non-Alcoholic,36192653312,USD
KE,Industrials,Electrical Equipment & Parts,709425664,USD
KELYA,Industrials,Staffing & Employment Services,396308320,USD
KEX,Industrials,Marine Shipping,5822729728,USD
KEY,Financial Services,Banks - Regional,19521179648,USD
KEYS,Technology,Scientific & Technical Instruments,31996196864,USD
KFRC,Industrials,Staffing & Employment Services,456419488,USD
KFS,Consumer Cyclical,Auto & Truck Dealerships,408270112,USD
KFY,Industrials,Staffing & Employment Services,3367692288,USD
KG,Financial Services,Insurance Brokers,175819520,USD
KGC,Basic Materials,Gold,28607053824,USD
KGEI,Energy,Oil & Gas E&P,150423712,USD
KGF.L,Consumer Cyclical,Home Improvement Retail,5312089600,GBp
KGS,Energy,Oil & Gas Equipment & Services,3184764928,USD
KGX.DE,Industrials,Farm & Heavy Construction Machinery,8221522944,EUR
KHC,Consumer Defensive,Packaged Foods,28798339072,USD
KIDS,Healthcare,Medical Devices,411518976,USD
KIM,Real Estate,REIT - Retail,13794465792,USD
KINS,Financial Services,Insurance - Property & Casualty,210836400,USD
KKP.BK,Financial Services,Banks - Regional,53442400256,THB
KKR,Financial Services,Asset Management,108868599808,USD
KLAC,Technology,Semiconductor Equipment & Materials,160185647104,USD
KLBN11.SA,Basic Materials,Paper & Paper Products,127766978560,BRL
KLC,Consumer Defensive,Education & Training Services,712282304,USD
KLIC,Technology,Semiconductor Equipment & Materials,2097293184,USD
KLS.AX,Industrials,Railroads,1322667264,AUD
KLTR,Technology,Software - Application,234827056,USD
KMB,Consumer Defensive,Household & Personal Products,33939161088,USD
KMD.NZ,Consumer Cyclical,Apparel Manufacturing,199266896,NZD
KMI,Energy,Oil & Gas Midstream,58021748736,USD
KMPR,Financial Services,Insurance - Property & Casualty,2735585024,USD
KMT,Industrials,Tools & Accessories,1690981888,USD
KMTS,Healthcare,Medical Instruments & Supplies,1350280448,USD
KMX,Consumer Cyclical,Auto & Truck Dealerships,6070574080,USD
KN,Technology,Electronic Components,2014693632,USD
KNF,Basic Materials,Building Materials,3462747136,USD
KNSL,Financial Services,Insurance - Property & Casualty,9036678144,USD
KNTK,Energy,Oil & Gas Midstream,2336646144,USD
KNX,Industrials,Trucking,7123436032,USD
KO,Consumer Defensive,Beverages - Non-Alcoholic,292380377088,USD
KOD,Healthcare,Biotechnology,980370496,USD
KODK,Industrials,Specialty Business Services,491944448,USD
KOP,Basic Materials,Specialty Chemicals,555386432,USD
KOPN,Technology,Electronic Components,596290432,USD
KOS,Energy,Oil & Gas E&P,707815936,USD
KOTAKBANK.NS,Financial Services,Banks - Regional,4169283141632,INR
KPG.NZ,Real Estate,REIT - Diversified,1797101568,NZD
KPN.AS,Communication Services,Telecom Services,15378427904,EUR
KR,Consumer Defensive,Grocery Stores,42040303616,USD
KRC,Real Estate,REIT - Office,5048221696,USD
KREF,Real Estate,REIT - Mortgage,527838784,USD
KRG,Real Estate,REIT - Retail,4885317120,USD
KRMD,Healthcare,Medical Instruments & Supplies,177542224,USD
KRMN,Industrials,Aerospace & Defense,11517344768,USD
KRN.DE,Industrials,Specialty Industrial Machinery,3897110528,EUR
KRNY,Financial Services,Banks - Regional,414976992,USD
KRO,Basic Materials,Specialty Chemicals,543050688,USD
KROS,Healthcare,Biotechnology,463693568,USD
KRRO,Healthcare,Biotechnology,345773056,USD
KRT,Consumer Cyclical,Packaging & Containers,481221536,USD
KRUS,Consumer Cyclical,Restaurants,653556480,USD
KRYS,Healthcare,Biotechnology,5726368768,USD
KSS,Consumer Cyclical,Department Stores,1838024704,USD
KTB,Consumer Cyclical,Apparel Manufacturing,4081927168,USD
KTB.BK,Financial Services,Banks - Regional,387835691008,THB
KTC.BK,Financial Services,Credit Services,73482518528,THB
KTOS,Industrials,Aerospace & Defense,15377178624,USD
KULR,Technology,Electronic Components,149819088,USD
KURA,Healthcare,Biotechnology,848008512,USD
KVUE,Consumer Defensive,Household & Personal Products,30921043968,USD
KW,Real Estate,Real Estate Services,1023216448,USD
KWR,Basic Materials,Specialty Chemicals,2307958784,USD
KYMR,Healthcare,Biotechnology,4269836800,USD
L,Financial Services,Insurance - Property & Casualty,20622331904,USD
LAB,Healthcare,Medical Devices,473673920,USD
LAD,Consumer Cyclical,Auto & Truck Dealerships,7473859584,USD
LADR,Real Estate,REIT - Mortgage,1348333568,USD
LAKE,Consumer Cyclical,Apparel Manufacturing,155331120,USD
LAMR,Real Estate,REIT - Specialty,12097656832,USD
LAND,Real Estate,REIT - Specialty,331451456,USD
LAND.L,Real Estate,REIT - Diversified,4705348608,GBp
LARK,Financial Services,Banks - Regional,147505216,USD
LASR,Technology,Semiconductors,1616243456,USD
LAUR,Consumer Defensive,Education & Training Services,4314969088,USD
LAW,Technology,Software - Application,380329760,USD
LAZ,Financial Services,Capital Markets,4585444864,USD
LAZR,Consumer Cyclical,Auto Parts,93519664,USD
LBRDA,Communication Services,Telecom Services,7363901952,USD
LBRDK,Communication Services,Telecom Services,7363900928,USD
LBRT,Energy,Oil & Gas Equipment & Services,2975332864,USD
LBTYA,Communication Services,Telecom Services,3686874368,USD
LBTYK,Communication Services,Telecom Services,3686874112,USD
LC,Financial Services,Banks - Regional,2026999296,USD
LCID,Consumer Cyclical,Auto Manufacturers,5113472000,USD
LCII,Consumer Cyclical,Recreational Vehicles,2587251200,USD
LCNB,Financial Services,Banks - Regional,221021056,USD
LDI,Financial Services,Mortgage Finance,976231552,USD
LDO.MI,Industrials,Aerospace & Defense,29520377856,EUR
LDOS,Technology,Information Technology Services,24767799296,USD
LE,Consumer Cyclical,Apparel Retail,467516864,USD
LEA,Consumer Cyclical,Auto Parts,5612352512,USD
LECO,Industrials,Tools & Accessories,12756168704,USD
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1217572224,USD
LEG.DE,Real Estate,Real Estate Services,5239215616,EUR
LEGH,Consumer Cyclical,Residential Construction,529647072,USD
LEN,Consumer Cyclical,Residential Construction,30571243520,USD
LENZ,Healthcare,Biotechnology,845461504,USD
LEU,Energy,Uranium,6245107712,USD
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,266385760,USD
LFMD,Healthcare,Health Information Services,272175808,USD
LFST,Healthcare,Medical Care Facilities,1913566976,USD
LFT,Real Estate,REIT - Mortgage,80605208,USD
LFUS,Technology,Electronic Components,6207990784,USD
LFVN,Consumer Defensive,Packaged Foods,93152008,USD
LGEN.L,Financial Services,Asset Management,13439517696,GBp
LGIH,Consumer Cyclical,Residential Construction,939096768,USD
LGND,Healthcare,Biotechnology,3728133376,USD
LH,Healthcare,Diagnostics & Research,21374935040,USD
LH.BK,Real Estate,Real Estate - Development,45169917952,THB
LHA.DE,Industrials,Airlines,9399411712,EUR
LHX,Industrials,Aerospace & Defense,53981581312,USD
LI.PA,Real Estate,REIT - Retail,9494060032,EUR
LIC.AX,Real Estate,Real Estate - Diversified,635483072,AUD
LIF,Technology,Software - Application,7702131712,USD
LII,Industrials,Building Products & Equipment,17321746432,USD
LILA,Communication Services,Telecom Services,1578969600,USD
LILAK,Communication Services,Telecom Services,1579970688,USD
LIN,Basic Materials,Specialty Chemicals,192467009536,USD
LINC,Consumer Defensive,Education & Training Services,586205248,USD
LIND,Consumer Cyclical,Travel Services,668427648,USD
LINE,Real Estate,REIT - Industrial,9824525312,USD
LITE,Technology,Communication Equipment,14152735744,USD
LIVN,Healthcare,Medical Devices,2870924544,USD
LKE.AX,Basic Materials,Other Industrial Metals & Mining,78996960,AUD
LKFN,Financial Services,Banks - Regional,1470199680,USD
LKQ,Consumer Cyclical,Auto Parts,7787765248,USD
LLC.AX,Real Estate,Real Estate - Diversified,3847085056,AUD
LLOY.L,Financial Services,Banks - Regional,51978027008,GBp
LLY,Healthcare,Drug Manufacturers - General,802411184128,USD
LLYVA,Communication Services,Entertainment,8270740480,USD
LLYVK,Communication Services,Entertainment,8281951232,USD
LMAT,Healthcare,Medical Instruments & Supplies,1967653376,USD
LMB,Industrials,Building Products & Equipment,1086525696,USD
LMND,Financial Services,Insurance - Property & Casualty,4546970112,USD
LMNR,Consumer Defensive,Farm Products,251051760,USD
LMP.L,Real Estate,REIT - Industrial,4483994624,GBp
LMT,Industrials,Aerospace & Defense,112908238848,USD
LNC,Financial Services,Insurance - Life,7711525376,USD
LNG,Energy,Oil & Gas Midstream,45115363328,USD
LNKB,Financial Services,Banks - Regional,262129168,USD
LNN,Industrials,Farm & Heavy Construction Machinery,1211909376,USD
LNSR,Healthcare,Medical Devices,149184800,USD
LNT,Utilities,Utilities - Regulated Electric,17086352384,USD
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,3863427584,USD
LNW,Consumer Cyclical,Gambling,6180148224,USD
LOAR,Industrials,Aerospace & Defense,7291317760,USD
LOB,Financial Services,Banks - Regional,1448582784,USD
LOCO,Consumer Cyclical,Restaurants,308535840,USD
LOG.MC,Industrials,Integrated Freight & Logistics,3812274432,EUR
LOPE,Consumer Defensive,Education & Training Services,5147261952,USD
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",204252112,USD
LOW,Consumer Cyclical,Home Improvement Retail,132152778752,USD
LPG,Energy,Oil & Gas Midstream,1258960768,USD
LPLA,Financial Services,Capital Markets,30329399296,USD
LPRO,Financial Services,Credit Services,213892176,USD
LPX,Industrials,Building Products & Equipment,5993997312,USD
LQDA,Healthcare,Biotechnology,2194025984,USD
LQDT,Consumer Cyclical,Internet Retail,737191808,USD
LRCX,Technology,Semiconductor Equipment & Materials,202522279936,USD
LREN3.SA,Consumer Cyclical,Department Stores,14569558016,BRL
LRMR,Healthcare,Biotechnology,332090720,USD
LRN,Consumer Defensive,Education & Training Services,3143786496,USD
LSCC,Technology,Semiconductors,9968735232,USD
LSEG.L,Financial Services,Financial Data & Stock Exchanges,49454809088,GBp
LSTR,Industrials,Integrated Freight & Logistics,4321250816,USD
LT.NS,Industrials,Engineering & Construction,5466681769984,INR
LTBR,Industrials,Electrical Equipment & Parts,739440512,USD
LTC,Real Estate,REIT - Healthcare Facilities,1630250624,USD
LTH,Consumer Cyclical,Leisure,5471303168,USD
LTR.AX,Basic Materials,Other Industrial Metals & Mining,3335340544,AUD
LUCD,Healthcare,Medical Devices,158078352,USD
LULU,Consumer Cyclical,Apparel Retail,19622948864,USD
LUMN,Communication Services,Telecom Services,12133364736,USD
LUNG,Healthcare,Medical Devices,74566200,USD
LUNR,Industrials,Aerospace & Defense,1364350080,USD
LUV,Industrials,Airlines,15737028608,USD
LVS,Consumer Cyclical,Resorts & Casinos,41737781248,USD
LVWR,Consumer Cyclical,Auto Manufacturers,1049248064,USD
LW,Consumer Defensive,Packaged Foods,8745761792,USD
LWAY,Consumer Defensive,Packaged Foods,367470048,USD
LWSA3.SA,Technology,Software - Infrastructure,2115790080,BRL
LXEO,Healthcare,Biotechnology,650608512,USD
LXFR,Industrials,Specialty Industrial Machinery,332148384,USD
LXP,Real Estate,REIT - Industrial,2821876992,USD
LXS.DE,Basic Materials,Specialty Chemicals,1745543040,EUR
LXU,Basic Materials,Chemicals,607211520,USD
LYB,Basic Materials,Specialty Chemicals,14893062144,USD
LYC.AX,Basic Materials,Other Industrial Metals & Mining,15163047936,AUD
LYFT,Technology,Software - Application,8514949632,USD
LYTS,Technology,Electronic Components,713462272,USD
LYV,Communication Services,Entertainment,34755403776,USD
LZ,Industrials,Specialty Business Services,1818716288,USD
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1295967616,USD
LZM,Basic Materials,Other Industrial Metals & Mining,368724960,USD
M,Consumer Cyclical,Department Stores,5354004992,USD
M&M.NS,Consumer Cyclical,Auto Manufacturers,4297605775360,INR
M44U.SI,Real Estate,REIT - Industrial,6723988480,SGD
MA,Financial Services,Credit Services,488572616704,USD
MAA,Real Estate,REIT - Residential,15313808384,USD
MAC,Real Estate,REIT - Retail,4590921216,USD
MAGN,Basic Materials,Paper & Paper Products,313992000,USD
MAMA,Consumer Defensive,Packaged Foods,435765248,USD
MAN,Industrials,Staffing & Employment Services,1393082112,USD
MANH,Technology,Software - Application,10940487680,USD
MAP.MC,Financial Services,Insurance - Diversified,11902520320,EUR
MAPS,Technology,Software - Application,176151008,USD
MAR,Consumer Cyclical,Lodging,71635009536,USD
MARA,Financial Services,Capital Markets,6597854720,USD
MARUTI.NS,Consumer Cyclical,Auto Manufacturers,4998853296128,INR
MAS,Industrials,Building Products & Equipment,13230211072,USD
MASI,Healthcare,Medical Devices,7874925056,USD
MASS,Healthcare,Medical Devices,286159552,USD
MAT,Consumer Cyclical,Leisure,5731152384,USD
MATV,Basic Materials,Specialty Chemicals,571327808,USD
MATW,Industrials,Conglomerates,721430912,USD
MATX,Industrials,Marine Shipping,3177630208,USD
MAX,Communication Services,Internet Content & Information,870054912,USD
MAXHEALTH.NS,Healthcare,Medical Care Facilities,1108580892672,INR
MAZE,Healthcare,Biotechnology,1598075648,USD
MB.MI,Financial Services,Banks - Regional,13333823488,EUR
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1577899392,USD
MBCN,Financial Services,Banks - Regional,265896816,USD
MBI,Financial Services,Insurance - Specialty,341808768,USD
MBIN,Financial Services,Banks - Regional,1439315968,USD
MBUU,Consumer Cyclical,Recreational Vehicles,524693504,USD
MBWM,Financial Services,Banks - Regional,720682112,USD
MBX,Healthcare,Biotechnology,921586368,USD
MC,Financial Services,Capital Markets,4691518976,USD
MCB,Financial Services,Banks - Regional,693324480,USD
MCBS,Financial Services,Banks - Regional,657852352,USD
MCD,Consumer Cyclical,Restaurants,211490930688,USD
MCFT,Consumer Cyclical,Recreational Vehicles,324571648,USD
MCHB,Financial Services,Banks - Regional,3040716032,USD
MCHP,Technology,Semiconductors,33681408000,USD
MCK,Healthcare,Medical Distribution,102031269888,USD
MCO,Financial Services,Financial Data & Stock Exchanges,86693478400,USD
MCRI,Consumer Cyclical,Resorts & Casinos,1645628800,USD
MCS,Communication Services,Entertainment,447806560,USD
MCW,Consumer Cyclical,Auto & Truck Dealerships,1778696320,USD
MCY,Financial Services,Insurance - Property & Casualty,4222275328,USD
MCY.NZ,Utilities,Utilities - Renewable,9297575936,NZD
MD,Healthcare,Medical Care Facilities,1810295296,USD
MDB,Technology,Software - Infrastructure,30024761344,USD
MDGL,Healthcare,Biotechnology,9190875136,USD
MDLZ,Consumer Defensive,Confectioners,73098813440,USD
MDT,Healthcare,Medical Devices,115691962368,USD
MDU,Utilities,Utilities - Regulated Gas,3964024576,USD
MDV,Real Estate,REIT - Industrial,146990656,USD
MDWD,Healthcare,Biotechnology,234888656,USD
MDXG,Healthcare,Biotechnology,1113728256,USD
ME8U.SI,Real Estate,REIT - Industrial,5990407168,SGD
MEC,Industrials,Metal Fabrication,358812768,USD
MED,Consumer Cyclical,Personal Services,130573840,USD
MEDP,Healthcare,Diagnostics & Research,16732488704,USD
MEG,Industrials,Waste Management,885690944,USD
MEI,Technology,Electronic Components,238420064,USD
MEL.NZ,Utilities,Utilities - Renewable,15861233664,NZD
MELI,Consumer Cyclical,Internet Retail,117434949632,USD
MET,Financial Services,Insurance - Life,52676714496,USD
META,Communication Services,Internet Content & Information,1607365689344,USD
METC,Basic Materials,Coking Coal,1696369536,USD
MFA,Real Estate,REIT - Mortgage,928125056,USD
MFG.AX,Financial Services,Asset Management,1636427136,AUD
MFH,Technology,Information Technology Services,717710464,USD
MFIN,Financial Services,Credit Services,230233632,USD
MFT.NZ,Industrials,Integrated Freight & Logistics,6041912832,NZD
MG,Industrials,Security & Protection Services,302449920,USD
MGEE,Utilities,Utilities - Regulated Electric,3031511552,USD
MGLU3.SA,Consumer Cyclical,Specialty Retail,6152377344,BRL
MGM,Consumer Cyclical,Resorts & Casinos,8787762176,USD
MGNI,Communication Services,Advertising Agencies,2526163712,USD
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,514044768,USD
MGR.AX,Real Estate,REIT - Diversified,8995868672,AUD
MGRC,Industrials,Rental & Leasing Services,2686116096,USD
MGTX,Healthcare,Biotechnology,702306432,USD
MGY,Energy,Oil & Gas E&P,4252757504,USD
MH,Consumer Defensive,Education & Training Services,2081916544,USD
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6874534912,USD
MHO,Consumer Cyclical,Residential Construction,3295496448,USD
MIDD,Industrials,Specialty Industrial Machinery,6204030976,USD
MIN.AX,Basic Materials,Other Industrial Metals & Mining,9342078976,AUD
MINT.BK,Consumer Cyclical,Lodging,125873496064,THB
MIR,Industrials,Specialty Industrial Machinery,7365590016,USD
MIRM,Healthcare,Biotechnology,3559337216,USD
MITK,Technology,Software - Application,417214048,USD
MITT,Real Estate,REIT - Mortgage,226886896,USD
MKC,Consumer Defensive,Packaged Foods,17125685248,USD
MKL,Financial Services,Insurance - Property & Casualty,24654426112,USD
MKS.L,Consumer Cyclical,Department Stores,7982321664,GBp
MKSI,Technology,Scientific & Technical Instruments,9769619456,USD
MKTW,Financial Services,Financial Data & Stock Exchanges,45771628,USD
MKTX,Financial Services,Capital Markets,5946818048,USD
MLAB,Technology,Scientific & Technical Instruments,404631968,USD
MLI,Industrials,Metal Fabrication,11989472256,USD
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1044850304,USD
MLM,Basic Materials,Building Materials,37347508224,USD
MLP,Real Estate,Real Estate Services,306013088,USD
MLR,Consumer Cyclical,Auto Parts,456835360,USD
MLYS,Healthcare,Biotechnology,3038404864,USD
MMC,Financial Services,Insurance Brokers,86777708544,USD
MMI,Real Estate,Real Estate Services,1144561280,USD
MMM,Industrials,Conglomerates,86159392768,USD
MMS,Industrials,Specialty Business Services,4702376448,USD
MMSI,Healthcare,Medical Instruments & Supplies,5178409984,USD
MNDI.L,Basic Materials,Paper & Paper Products,3722263552,GBp
MNG.L,Financial Services,Asset Management,6392427520,GBp
MNKD,Healthcare,Biotechnology,1681419136,USD
MNMD,Healthcare,Biotechnology,1194823808,USD
MNPR,Healthcare,Biotechnology,518276736,USD
MNRO,Consumer Cyclical,Auto Parts,451795904,USD
MNSB,Financial Services,Banks - Regional,145179152,USD
MNST,Consumer Defensive,Beverages - Non-Alcoholic,64942239744,USD
MNTK,Basic Materials,Specialty Chemicals,288780928,USD
MO,Consumer Defensive,Tobacco,95130320896,USD
MOD,Consumer Cyclical,Auto Parts,8051545088,USD
MODG,Consumer Cyclical,Leisure,1645597184,USD
MOFG,Financial Services,Banks - Regional,783838592,USD
MOH,Healthcare,Healthcare Plans,7557341696,USD
MONC.MI,Consumer Cyclical,Apparel Manufacturing,14101383168,EUR
MORN,Financial Services,Financial Data & Stock Exchanges,8772858880,USD
MOS,Basic Materials,Agricultural Inputs,8651734016,USD
MOV,Consumer Cyclical,Luxury Goods,401577824,USD
MP,Basic Materials,Other Industrial Metals & Mining,10211488768,USD
MP1.AX,Technology,Software - Infrastructure,2898833408,AUD
MPAA,Consumer Cyclical,Auto Parts,334404928,USD
MPB,Financial Services,Banks - Regional,659152192,USD
MPC,Energy,Oil & Gas Refining & Marketing,59524136960,USD
MPL.AX,Financial Services,Insurance - Specialty,13329376256,AUD
MPTI,Technology,Electronic Components,163124656,USD
MPW,Real Estate,REIT - Healthcare Facilities,3059782400,USD
MPWR,Technology,Semiconductors,48093265920,USD
MPX,Consumer Cyclical,Recreational Vehicles,302741600,USD
MQ,Technology,Software - Infrastructure,2014806272,USD
